LEXEME,"('IMPF', 'PFV')","('IMPF', 'IRR')","('PFV', 'IRR')"
V089_saka'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V090_ntika'nu, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V091_kachi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V092_ntachinuu, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V093_santoko, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V094_kotuntxe'e, ⇌ iɕito / _ⁿd͡ʑeʔe <1>, ⇌ koto / _ⁿd͡ʑeʔe <1>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V095_ntiyaa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V096_txitxiin, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V097_txiin, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V098_kunti'i, ⇌ iɕ / _i[t-ⁿd][a-e-i][g-k-p-t-ð-ʔ-kʷ][a-e-i] <2>,i ⇌ ko / _[t-ⁿd][a-e-i][g-k-p-t-ð-ʔ-kʷ][a-e-i] <2>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V099_nu'un, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V100_ntake'e, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V101_taan, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V102_ku'un,ko ⇌ iɕ / _aʔã <1>,a_ã ⇌ _õ / ko_ʔ_ <1>,iɕa_ã ⇌ ko_õ / _ʔ_ <1>
V103_ntikue'e, ⇌ iⁿdi / _ko[a-e]ʔ[a-e] <2>, ⇌ ⁿdi / _ko[a-e]ʔ[a-e] <2>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V104_ntxi'i, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V105_tivi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V106_ka'mu, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V107_kuixa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕ ⇌ ko / _a?[a-e-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɲ-ɾ-ʔ-ⁿd-ẽ-kʷ][n-r-t-ð-ɕ-ɾ-ʒ-ⁿd-ⁿd͡ʑ-t͡ɕ]?[a-e-i-o-ã-õ-ĩ-ẽ] <8>,iɕ ⇌ ko / _a?[a-e-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɲ-ɾ-ʔ-ⁿd-ẽ-kʷ][n-r-t-ð-ɕ-ɾ-ʒ-ⁿd-ⁿd͡ʑ-t͡ɕ]?[a-e-i-o-ã-õ-ĩ-ẽ] <8>
V108_kaxi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ][a-e-i-o] <13>,iɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o] <14>
V109_kee, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ][a-e-i-o] <13>,iɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o] <14>
V110_ke'e, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V111_xani, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V112_kusiiini, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V113_kotoini, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[e-i-o-õ-ĩ-ẽ] <9>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V114_koto, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[e-i-o-õ-ĩ-ẽ] <9>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V115_nto'o, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V116_ntikua'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V117_kotoni'ni, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[e-i-o-õ-ĩ-ẽ] <9>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V118_ntakan, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
