"ID","Loan","Mixteco","MixtecoToneless","Spanish","English","WordClass","ClasePalabra","Pronoun","Morphemes","GlossEnglish","GlossSpanish","SemanticField","CampoSemántico","ScientificName","LToneChange","ToneMelody","pMX","Source","NotesForm","NotesCulture","NotesMeta"
0548,"L","sántiá","santia","sandía","watermelon","noun","sustantivo",,,,,"plant > fruit","planta > fruta",,,"A.A",,,,,
0549,,"txà-múxikà","txa muxika","músico","musician","noun","sustantivo",,"txà-múxikà","M-music","M-música","music","música",,,"B A.M.B",,,,,
0550,,"ñùù","ñuu","palma","palm tree","noun","sustantivo",,,,,"plant > fruit","planta > fruta",,,"BB",,,,,
0551,,"txìkóò","txikoo","tamal","tamale","noun","sustantivo",,,,,"food","comida",,,"B.AB",,,,,
0552,,"nta'á iti","nta'a iti","hoja de milpa","leaf of corn plant","noun","sustantivo",,"nta'á-iti","hand-corn","mano-milpa","plant | corn","planta | maíz",,"Yes; ML in isolation","M.A M.M",,,,,
0553,,"ntòó iti","ntoo iti","caña de milpa","stem of corn plant","noun","sustantivo",,"ntòó-iti","cane-corn","caña-milpa","plant | corn","planta | maíz",,"Yes; LL in isolation","BA M.M",,,,,
0554,,"txañu","txañu","en el medio de algo (plantas, ropa, etc.)","in the middle of something (e.g. of clothes, of plants)","?","?",,,,,"space","espacio",,,,,,,,
0555,,"ñàmà","ñama","totomoxtle","corn husk","noun","sustantivo",,,,,"plant | corn","planta | maíz",,,"B.B",,,,,
0556,,"niì","nii","mazorca","uncovered/shucked dry corn","noun","sustantivo",,,,,"plant | corn","planta | maíz",,,"MB",,,"Homophonous with 'skin' (JCF).",,
0557,,"isà","isa","jilote","baby corn / green corn","noun","sustantivo",,,,,"plant | corn","planta | maíz",,,"M.B",,,,,
0558,,"níí ñámá","nii ñama","mazorca (seca) con hoja","dry corn cob with leaves","noun","sustantivo",,"níí-ñámá","hail?-cleared.field","granizo?-rastrojo","plant | corn","planta | maíz",,,"AA A.A",,,,,
0559,,"nùnì nchíshí","nuni nchishi","maíz fresco","fresh corn","noun","sustantivo",,"nùnì-nchíshí","corn-fresh","maíz-fresco","plant | corn","planta | maíz",,"No; not before H tone","B.B A.A",,,,,
0560,,"nchíshí","nchishi","fresco","fresh","adjective","adjetivo",,,,,"plant | corn","planta | maíz",,,"A.A",,,,,
0561,,"nùní ìchí","nuni ichi","maíz seco","dry corn","noun","sustantivo",,"nùní-ìchí","corn-dry","maíz-seco","plant | corn","planta | maíz",,"Yes; LL in isolation -> LH before L-initial word","B.A B.A",,,,,
0562,,"machi nùnì","machi nuni","maíz molido","unprocessed ground corn, corn dust","noun","sustantivo",,"machi-nùnì","#NAME?","polvo-maíz","plant | corn","planta | maíz",,,"M.M B.B",,,,,
0563,,"vavi ntòó iti","vavi ntoo iti","divisiones de la caña","segment/articulation of corn stem","noun","sustantivo",,"vavi-ntòó-iti","piece-cane-corn","pieza-caña-milpa","plant | corn","planta | maíz",,"Yes; caña LL in isolation","M.M BA M.M",,,,,
0564,,"xà'á iti","xa'a iti","pie de la milpa","base of corn stem","noun","sustantivo",,"xà'á-iti","foot-corn","pie-milpa","plant | corn","planta | maíz",,"Yes; ML in isolation -> L.LH before L.L word","B.A M.M",,,,,
0565,,"sì'ví kólo","si'vi kolo","huitlacoche","corn smut","noun","sustantivo",,"sì'ví-kólo","feces-turkey","excremento-guajolote","plant | corn","planta | maíz",,,"B.A A.M",,,,,
0566,"L","Nchóshì","Nchóshì","Dios","God","noun","sustantivo",,,,,"society","sociedad",,,"A.B",,,,,
0567,,"nta'ntà","nta'nta","paladar","palate","noun","sustantivo",,,,,"body","cuerpo",,,"M.B",,,,,
0568,,"sì'ìn","si'in","horcón","wooden post","noun","sustantivo",,,,,"house","casa",,,"B.B","*sɨwɨ̱","Josserand83:126","Corref 303","Cualquier palo con el final en forma de V que sirve para sostener cosas",
0569,,"ke'e","ke'e","fuera","outside","adverb","adverbio",,,,,"space","espacio",,,"M.M",,,,,
0570,,"sàsi","sasi","siempre","always","adverb","adverbio",,,,,"time","tiempo",,,"B.M",,,,,
0571,,"kuítxí","kuitxiva","solamente","only","quantifier","cuantificador",,,,,,,,,"M.M.A",,,,,
0572,,"shìntèé ini","shintee ini","gracias","thanks","phrase","frase",,,,,"society","sociedad",,,"B. BA M.M",,,,,
0573,,"txìntxìka","txintxika","piña (de ocote)","pine cone","noun","sustantivo",,,,,"plant > fruit","planta > fruta",,,"B B.M",,,,,
0574,,"xàtì","xati","picoso","spicy","adjective","adjetivo",,,,,"taste","sabor",,"?","B.B",,,,,
0575,,"tátá víñá","tata viña","ancestro (m.) de mujer","male ancestor of female","noun","sustantivo",,"tátá-ví-ñá","father-VI-F","padre-VI-F","society > kinship","sociedad > parentesco",,,"A.A.A.A",,,,,
0576,"L","mánsáníyá","mansaniya","manzanilla","camomile","noun","sustantivo",,,,,"plant","planta",,,"A.A.A.A",,,,,
0577,"L","téè","tee","té","tea","noun","sustantivo",,,,,"plant | food > liquid","planta | comida > líquido",,,"AB",,,,,
0578,,"cháá","chaa","COMPARATIVO","COMPARATIVE","?","?",,,,,,,,,"AA",,,,,
0579,,"kíì","kii","pronto","immediately","adverb","adverbio",,,,,,,,"Possible interaction with -3PRO -an/-àn","AB",,,,,
0580,,"na-múxikà","na-muxika","banda","band","noun","sustantivo",,"na-múxikà","PL.HUM-music","PL.HUM-música","music","música",,,"M.A.B.B",,,,,
0581,,"ntxáa","ntxaa","donde","where","question word","pregunta",,,,,,,,,"AM",,,,,
0582,"L","guéltá","guelta","a veces","sometimes","adverb","adverbio",,,,,,,,,"A.A",,,,,
0583,,"ntxàà","ntxaa","hasta, entonces","even, just","?","?",,,,,,,,"?","BB",,,,,
0584,,"sááni","saani","también","also","?","?",,,,,,,,,"AA.MM",,,,,
0585,,"ntàkí","ntaki","pozole","pozole","noun","sustantivo",,,,,"food","comida",,,"B.A",,,,,
0586,,"ntxe'e","ntxe'e","tipo de atole de frijol","type of atole made of beans","noun","sustantivo",,,,,"food","comida",,,"M.M",,,,,
0587,,"le'le","le'le","atole de frijol","bean atole","noun","sustantivo",,,,,"food","comida",,,"M.M",,,,,
0588,,"ntovà ntìsí","ntova ntisi","pápalo","papalo","noun","sustantivo",,"ntovà-ntìsí","guaje?-?","guaje?-?","food | plant >  herb","comida | planta > hierba",,,"A.B.B",,,,,
0589,,"ká'mu sùkùn","ka'mu sukun","dolor de garganta","sore throat","noun","sustantivo",,"ká'mu-sùkùn","burn-throat","arder-garganta","health","salud",,,"A.M B.B",,,,,
0590,,"mìnu","minu","hierbita comestible","edible herb (spice)","noun","sustantivo",,,,,"plant > herb","planta > hierba",,,"B.M",,,,,
0591,"L","lavíchí","lavichi","soplador","fan","noun","sustantivo",,,,,,,,,"M.A.A",,,,,
0592,,"jí'in","ji'in","con, a","with, to","preposition","preposición",,,,,,,,,"A.M",,,,,
0593,,"ìkò'va","iko'va","aproximadamente, más o menos","approximately","adverb","adverbio",,,,,,,,,"B.B.M",,,,,
0594,,"ntxisá'a","ntxisa'a","entre","between","adverb","adverbio",,,,,,,,,"A.BA",,,,,
0595,,"chávà","chava","más, otro","more, other","adverb?","adverbio?",,,,,"quantity","quantidad",,,"A.B",,,,,"not sure of exact meaning"
0596,,"kí'ín","ki'in","varios, varias","various","quantifier","cuantificador",,,,,,,,,"A.B",,,,,
0597,,"ntí'ì","nti'i","(pedazo de) tronco","tree trunk","noun","sustantivo",,,,,"plant > tree","planta > árbol",,,"A.B",,,,,
0598,,"nti'í","nti'i","llenito","full-bodied","adjective","adjetivo",,,,,,,,,"M.A",,,,,
0599,,"ñama","ñama","cuándo?","when?","question word","pregunta",,,,,,,,,"M.M","*awa̱","Josserand83:155",,,
0600,,"kitxìva","kitxiva","demasiado","very, most","?","?",,,,,,,,,"M.B.M",,,,,
0601,,"shikò","shiko","olor a hierbas","herbal scent","noun","sustantivo",,,,,"senses","sentido",,,"M.B",,,,,
0602,,"kuéntá","kuenta","para","for","preposition","preposición",,,,,,,,,"A.A",,,,,
0603,,"txìkaá","txikaa","conchitas de caracol","sea/snail shell","noun","sustantivo",,,,,,,,,"B.MA",,,,,
0604,,"txìkaní","txikani","caracol","snail","noun","sustantivo",,,,,"animal","animal",,,"B.M.A",,,,,
0605,,"kanìì","kanii","baba","drool, slime","noun","sustantivo",,,,,,,,,"M.B",,,,"Used for both 'slime' & 'drool'",
0606,,"sìkìn","sikin","cima","peak","noun","sustantivo",,,,,,,,,"B.B",,,,,
0607,,"ntxeì","ntxei","mole","mole","noun","sustantivo",,,,,"food","comida",,,"M.B",,,,,
0608,,"yo'ó kuaán","yo'o","asafrán","saffron","noun","sustantivo",,"yo'ó-kuaán","root-yellow","raíz-amarillo","food | plant > spice","comida | planta > especia",,,"M.A MA",,,,,
0609,"L","asafráàn","asafraan","asafrán","saffron","noun","sustantivo",,,,,"food | plant > spice","comida | planta > especia",,,"M.M.AB",,,,,
0610,"L","lístó","listo","listo","ready","?","?",,,,,,,,,"A.A",,,,,
0611,,"tù'iñá","tu'iña","tipo de árbol","type of tree","noun","sustantivo",,"tù-'iñá","TREE-","ARB-","plant > tree","planta > árbol",,,"B.M.A",,,,"Type of tree used to treat disentería",
0612,,"chimékó","chimeko","X (tipo de planta)","X (type of plant)","noun","sustantivo",,,,,"plant","planta",,,"M.A.A",,,,"Herb used to treat disentería",
0613,,"txìlinko","txilinko","flor de maguey","maguey flower","noun","sustantivo",,,,,"plant","planta",,,"B.M.M",,,,"Herb used to treat mal de ojo",
0614,,"txìnana tàchí","txinana tachi","tipo de planta","type of plant","noun","sustantivo",,,,,"plant","planta",,,"B.M.M B.A",,,,"Herb used to treat mal de ojo",
0615,,"válí","vali","pequeño","small","adjective","adjetivo",,,,,,,,"Yes; it's H-H in isolation, but L-H after a H",,,,,,
0616,"L","kántó","kanto","caldo","broth","noun","sustantivo",,,,,"food","comida",,,"A.A",,,,,
0617,,"xìxòo","xixoo","hay, está","there is/are","?","?",,,,,,,,,"B.MB",,,,,
0618,"L","maséká","maseka","maseca","corn meal","noun","sustantivo",,,,,"plant | corn | food","planta | maíz | comida",,,"M.A.A",,,,,
0619,,"yaví xìtxì","yavi xitxi","agujero de la nariz","nostril","noun","sustantivo",,"yaví-xìtxì","hole-nose","agujero-naríz","body","cuerpo",,,"M.A B.B",,,,,
0620,,"ìshí xìtxì","ishi xitxi","pelo de la nariz","nose hair","noun","sustantivo",,"ishi-xitxi","hair-nose","pelo-nariz","body","cuerpo",,,"B.A B.B",,,,,
0621,,"ìshí sò'o","ishi so'o","pelo de la oreja","ear hair","noun","sustantivo",,"ishi-so'o","hair-ear","pelo-ear","body","cuerpo",,,"B.A B.M",,,,,
0622,,"nìya'à","niya'a","pasado","past","?","?",,"nì-ya'à","PFV-pass","PFV-pasar","time","tiempo",,,"B.M.B",,,"this could be a verb, I'm not sure",,
0623,,"chínùùn","chinuun","adelante","ahead","?","?",,,,,,,,,"A.BB",,,,,
0624,"L","avónó","avono","abono","fertilizer","noun","sustantivo",,,,,"agriculture","agricultura",,,"A.A.A",,,,,
0625,"L","kulántí","kulanti","cilantro","cilantro","noun","sustantivo",,,,,"plant > herb","planta > hierba",,,"M.A.A",,,,,
0626,"L","rrávanò","rravano","rrabano","radish","noun","sustantivo",,,,,"plant > vegetable","planta > verdura",,,"A.M.B",,,,,
0627,"L","jàrdíìn","jardiin","jardín","garden","noun","sustantivo",,,,,"plant | agriculture","planta | agricultura",,,"B.AB",,,,,
0628,,"niñu yaa","niñu yaa","toda la noche","all night","?","?",,"niñu-yaa","?-blank?","?-vacío?","time","tiempo",,,"M.M MM","*niyu̱","Josserand83:83",,,
0629,,"ñu yíví","ñu yivi","mundo","world","noun","sustantivo",,,,,"society","sociedad",,,"M A.A",,,,,
0630,,"txìyi'í","txiyi'i","topo","mole","noun","sustantivo",,,,,"animal","animal",,,"B.M.A",,,,,
0631,,"ita ñù'ún","ita ñu'un","nochebuenas","poinsettia","noun","sustantivo",,"ita-ñù'ún","flower-?","flor-?","plant > flower","planta > flor",,,"M.M B.A",,,,,
0632,"L","ita yólá","ita yola","gladiolas","gladiolus","noun","sustantivo",,"ita-yólá","flower-gladiolus","flor-gladiola","plant > flower","planta > flor",,,"M.M A.A",,,,,
0633,,"ita ntìkàa","ita ntikaa","clavellina","maiden pink","noun","sustantivo",,"ita-ntìkàa","flower-?","flor-?","plant > flower","planta > flor",,,"M.M B.BM",,,,,
0634,,"ita lakoso","ita lakoso","orquídea","orchid","noun","sustantivo",,"ita-lakoso","flower-orchid","flor-orquídea","plant > flower","planta > flor",,,"M.M M.M.M",,,,,
0635,,"ita yikìn","ita yikin","flor de calabaza","squash blossom","noun","sustantivo",,"ita-yikìn","flower-squash","flor-calabaza","plant > flower","planta > flor",,,"M.M M.B",,,,,
0636,,"ita ntxàtxà  chéle","ita ntxatxa chele","cresta de gallo (flor)","rooster comb (flower)","noun","sustantivo",,"ita-ntxàtxà-chéle","flower-comb-rooster","flor-cresta-gallo","plant > flower","planta > flor",,,"M.M B.B A.M",,,,,
0637,,"ita kuààn","ita kuaan","cempasúchil","marigold","noun","sustantivo",,"ita-kùàn","flower-yellow","flor-amarillo","plant > flower","planta > flor",,,"M.M B.B",,,,,
0638,,"ita vìshì","ita vishi","flor de mayo/ flor de cacalote","may flower","noun","sustantivo",,"ita-vìshì","flower-sweet","flor-dulce","plant > flower","planta > flor",,,"M.M B.B",,,,,
0639,,"tùntxìka","tuntxika","platanar","banana tree","noun","sustantivo",,"tù-ntxìka","TREE-banana","ARB-plátano","plant","planta",,,"B.B.M",,,,,
0640,,"ita turise'i","ita pipi","flor de colorín","coral tree flower","noun","sustantivo",,"ita-turise'i","flower-coral.tree","flor-colorín","plant > flower","planta > flor",,,"M.M A.A",,,,,
0641,,"tù ìtxí","tu itxi","cedro","cedar tree","noun","sustantivo",,"tù-ìtxí","TREE-candle?","ARB-vela?","plant","planta",,,"B B.A",,,,,
0642,,"tù kafeè","tu kafee","cafetal","coffee tree","noun","sustantivo",,"tù-kafeè","TREE-coffee","ARB-café","plant","planta",,,"B M.MB",,,,,
0643,,"tùnámà","tunama","árbol de grilla","castor oil plant","noun","sustantivo",,"tù-námà","TREE-soap","ARB-jabón","plant","planta",,,"B.A.B",,,,,
0644,,"tùyíkún","tuyikun","árbol de roble","oak tree","noun","sustantivo",,"tù-yíkún","TREE-?","ARB-?","plant > tree","planta > árbol",,,"B.A.A",,,,,
0645,,"shìchì","shichi","pitaya","pitaya","noun","sustantivo",,,,,"plant","planta",,,"B.B",,,,,
0646,,"mìnuntxàyà","minuntxaya","poleo","pennyroyal; mosquito plant","noun","sustantivo",,"mìnu-ntxàyà","edible.herb-?","hierba.comestible-?","plant","planta",,,"B.M.B.B",,,,,
0647,,"tùshìchí","tushichi","cactus de pitaya","pitaya cactus","noun","sustantivo",,"tù-shìchí","TREE-pitaya","ARB-pitaya","plant","planta",,,"B.B.A",,,,,
0648,,"latúún ñu'un","latuun ñu'un","luciernaga","firefly","noun","sustantivo",,"la-túún-ñu'un","?-black-fire","?-negro-lumbre","animal","animal",,,"M.AA M.M",,,,,
0649,,"ìyo","iyo","quizás","maybe; probably","?","?",,,,,"modality","modalidad",,,"B.M",,,,,
0650,,"á kíkíìva","a kikiiva","ojalá, a lo méjor","probably; if only","?","?",,"á-kíkíì-va","Q-?-VA",,"modality","modalidad",,,,,,,,
0651,,"xùvà'a","xuva'a","listo, mayor","ripe, older, ready","adjective","adjetivo",,,,,,,,,"B.B.M",,,"this is for people further away, for people closer the tone (maybe other things too) changes",,"Used when talking about kinship 0208018"
0652,,"mítú'ún","mitu'un","sola, solo","alone","adverb","adverbio",,,,,,,,,"A.A.A",,,,,
0653,,"ma'ñú","ma'ñu","en medio, entre","in the middle, in between","?","?",,,,,,,,,"M.A",,,,,"Used when talking about kinship 0208018"
0654,,"txìnana kíshì","txinana kishi","tomate de monte","mountain tomato","noun","sustantivo",,"txìnana-kíshì","tomato-sticky","tomato-pegajoso","plant","planta",,,"B.M.M A.B",,,,,
0655,,"ita tuséná","ita tusena","lilia","lily","noun","sustantivo",,"ita-tuséná","flower-lily?","flor-lilia?","plant > flower","planta > flor",,,"M.M M.A.A",,,,,
0656,,"trùkuá  ","trukuaa","naranjo","orange tree","noun","sustantivo",,,,,"plant","planta",,,"B.A",,,,,
0657,,"trùkuá yí'í","trukuaa yi'i","guayabo","guava tree","noun","sustantivo",,"trùkuá-yí'í","orange.tree-raw","naranjo-crudo","plant","planta",,,"B.A A.A",,,,,
0658,,"yolo","yolo","cántaro para agua","water jug ","noun","sustantivo",,,,,"container","envase",,,"M.M",,,,,
0659,,"tatá kìín","tata kiin","padrastro","stepfather","noun","sustantivo",,"tatá-kìín",,,"society > kinship","sociedad > parentesco",,,"M.A BA",,,,,
0660,,"naná kìín","nana kiin","madrastra","stepmother","noun","sustantivo",,"naná-kìín","mother-?","madre-?","society > kinship","sociedad > parentesco",,,"M.A BA",,,,,
0661,,"leé","lee","bebé","baby","noun","sustantivo",,,,,"society > people","sociedad > gente",,,"MA",,,,,
0662,,"pá'ànaa","pa'anaa","recién nacido","newborn ","noun","sustantivo",,"pá'à-naa","?-?","?-?","society > people","sociedad > gente",,,"A.B.MM",,,,,
0663,,"tuun","tuun","apretado","tight","adjective","adjetivo",,,,,,,,,"MM",,,,,
0664,,"nañú sùkùn","nañu sukun","angina","angina","noun","sustantivo",,"nañú-sùkùn","?-throat","?-cuello","health","salud",,,"M.A B.B",,,,,
0665,,"ní'i","ni'i","baño de vapor, temazcal","sweat bath","noun","sustantivo",,,,,"health","salud",,,"A.M",,,,,
0666,,"txitxa lé'í","txitxa le'i","atole de frijol con poleo","bean atole with pennyroyal","noun","sustantivo",,"txitxa-lé'í","atole-?","atole-?","food","comida",,,"M.M A.A",,,,,
0667,,"txiñúmi","txiñumi","tecolote, buho","owl","noun","sustantivo",,,,,"animal > bird","animal > pájaro",,,,,,,,
0668,,"kuè'è","kue'e","enojón","irritated","adjective","adjetivo",,,,,,,,,,,,"same form as kue'e illness",,
0669,"L","savatì","savati","sábado","Saturday","noun","sustantivo",,,,,"time","tiempo",,,,,,,,
0670,"L","domínkó","dominko","domingo","Sunday","noun","sustantivo",,,,,"time","tiempo",,,,,,,,
0671,"L","lunishì","lunishi","lunes","Monday","noun","sustantivo",,,,,"time","tiempo",,,,,,,,
0672,"L","marteshè","marteshe","martes","Tuesday","noun","sustantivo",,,,,"time","tiempo",,,,,,,,
0673,"L","miérkoleshè","mierkoleshe","miercoles","Wednesday","noun","sustantivo",,,,,"time","tiempo",,,,,,,,
0674,"L","joveshè","joveshe","jueves","Thursday","noun","sustantivo",,,,,"time","tiempo",,,,,,,,
0675,"L","viernishì","viernishi","viernes","Friday","noun","sustantivo",,,,,"time","tiempo",,,,,,,,
0676,,"vikó","viko","alegre","joyful","adjective","adjetivo",,,,,,,,,,,,,,
0677,,"vechúun","vechuun","presidencia","presidency (house)","noun","sustantivo",,"ve-chuun","house-work","casa-trabajo","society","sociedad",,,,,,,,
0678,"L","lápì","lapi","lápiz","pencil","noun","sustantivo",,,,,"society > school","sociedad > religión",,,,,,,,
0679,,"keé","kee","digo!","I said!","?","?",,,,,,,,,,,,"this is not a verb! it is used like: come here, I said!",,
0680,,"ta yoó","ta yoo","nomás","only, just","conjunction","conjunción",,"ta-yoo","and-?","y-?",,,,,,,,,,
0681,,"ntátùun","ntatu'un","digamos","they say, it is said","?","?",,,,,,,,,,,,,,
0682,,"ntàà","ntaa","verdad","really, truly","?","?",,,,,,,,,,,,,,
0683,,"ìntò'và","into'va","fermentado","fermented","adjective","adjetivo",,,,,,,,,,,,,,
0684,,"shìntò'và","shinot'va","telaraña","spiderweb","noun","sustantivo",,,,,"animal","animal",,,,,,,,
0685,,"kotó","koto","camisa","shirt","noun","sustantivo",,,,,"clothes","ropa",,,"M.A",,,,,
0686,,"iyakún","iyakun","escobeta, cepillo","hand brush","noun","sustantivo",,,,,"house","casa",,,,,,,,
0687,,"yìkì ní'i","yiki ni'i","tecoma amarilla","yellow elder, yellow trumpetbush","noun","sustantivo",,"yìkì-ní'i","herb-?","hierba-?","plant","planta","tecoma stans",,,,,,,
0688,,"yaa","yaa","música, cancion","music, song","noun","sustantivo",,,,,"music","música",,,,,,,,
0689,,"ita txise'e","ita txise'e","flor de tigre, flor de jaguar","Mexican shellflower, tiger iris","noun","sustantivo",,"ita-txise'e","flower-?","flor-?","plant > flower","planta > flor","Tigrida pavonia",,,,,,,
0690,"L","chámárrá","chamarra","chamarra","jacket, coat","noun","sustantivo",,,,,"clothes","ropa",,,"A.A.A",,,,,
0691,,"shòo","shoo","vestido","dress","noun","sustantivo",,,,,"clothes","ropa",,,"BM",,,,,
0692,"L","frésá","fresa","fresa","strawberry","noun","sustantivo",,,,,"plant > fruit","planta > fruta",,,"A.A",,,,,
0693,"L","pérá","pera","pera","pear","noun","sustantivo",,,,,"plant > fruit","planta > fruta",,,"A.A",,,,,
0694,,"txìkuàá","txikuaa","naranja","orange","noun","sustantivo",,,,,"plant > fruit","planta > fruta",,,"B.BA",,,,,
0695,,"ntxí'í","ntxi'i","azul","blue","noun","sustantivo",,,,,"color","color",,,"A.A",,,,,
0696,,"ntxí'í tùún","ntxi'i tuun","azul marino","dark blue","noun","sustantivo",,"ntxí'í-tùún","blue-black","azul-negro","color","color",,,"A.A BA",,,,,
0697,,"yá'á","ya'a","café, marrón","brown","noun","sustantivo",,,,,"color","color",,,"A.A",,,,,
0698,,"ntxáá","ntxaa","morado","purple","noun","sustantivo",,,,,"color","color",,,"AA",,,,,
0699,,"ná-ñuun","na-ñuun","comunidad","community ","noun","sustantivo",,"ná-ñuun","PL.HUM-village","PL.HUM-pueblo","society","sociedad",,,,,,,,
0701,,"shìi","shii","corrioso","tough, chewy","adjective","adjetivo",,,,,,,,,,,,,,
0702,,"txe'í","txe'i","liendre","nit","noun","sustantivo",,,,,"animal","animal",,,,,,,,
0703,,"txìshìí","txishii","garrapata","tick","noun","sustantivo",,,,,"animal","animal",,,,,,,,
0704,,"pé'lé","pe'le","godorniz","common quail","noun","sustantivo",,,,,"animal","animal",,,,,,,,
0705,,"txìntxè'í","txintxei"," lunar de la piel","mole on the skin","noun","sustantivo",,,,,"body","cuerpo",,,,,,,,
0706,,"vìtì","viti","tabla de madera","wooden table","noun","sustantivo",,,,,"furniture","mobiliario",,,,,,,,
0707,,"txìín samá yó'ó","txiin sama yo'o","tuza","(Oaxacan pocket) gopher","noun","sustantivo",,"txìín-samá-yó'ó","rat-?-?","ratón-?-?","animal","animal",,,,,,,,
0708,,"txìniì","txinii","comadreja","weasel","noun","sustantivo",,,,,"animal","animal",,,,,,,,
0709,,"ntxishi","ntxishi","pulque","pulque (alcoholoc maguey drink)","noun","sustantivo",,,,,"food","comida",,,,"*ⁿdɨsi","Josserand83:95",,,
0710,,"txívìshì","txivishi","dulces","candy","noun","sustantivo",,,,,"food","comida",,,,,,,,
0712,,"ita ntxàkà","ita ntxaka","orquidea amarilla silvestre","yellow forest orchid","noun","sustantivo",,"ita-ntxàkà","flower-?","flor-?","plant > flower","planta > flor",,,,,,,,
0713,,"lólo","lolo","gordita, memelita","thick tortilla with topping","noun","sustantivo",,,,,"food","comida",,,,,,,,
0714,,"shìkì","shiki","sobrina","niece","noun","sustantivo",,,,,"society > kinship","sociedad > parentesco",,,,,,,,
0715,,"sàsì","sasi","sobrino","nephew","noun","sustantivo",,,,,"society > kinship","sociedad > parentesco",,,,,,,,
0716,,"shìki","shiki","leche (de pecho/planta)","breast milk","noun","sustantivo",,,,,"body | food","cuerpo | comida",,,,,,,,
0717,,"kà'va","ka'va","haciento de comida (grasa)","what is leftover from food (typically fat)","noun?","sustantivo?",,,,,,,,,,,,,,
0718,,"lantò","lanto","presumido","arrogant, conceited, (a) show-off","adjective","adjetivo",,,,,,,,,,,,,,
0719,,"yakà","yaka","almacén de mazorca","storehouse for corncob","noun","sustantivo",,,,,"house | food |  corn","casa | comida | maíz",,,,,,,,
0720,,"tu'ùn","tu'un","deprimido","depressed","adjective","adjetivo",,,,,"feeling","senimiento",,,,,,,,
0721,,"xà'vì","xa'vi","sermón, consejos","advice, speech","noun","sustantivo",,,,,"society | language","sociedad | lenguaje",,,,,,,,
0722,,"kòò káá","koo kaa","víbora de cascabel","rattle snake","noun","sustantivo",,"kòò-káá","snake-bell","culebra-campana","animal","animal",,,,,,,,
0723,,"vàá","vaa","norte","north","?","?",,,,,"space","espacio",,,,,,,,
0724,,"kuíñú","kuiñu","celoso","jealous","adjective","adjetivo",,,,,"feeling","senimiento",,,,,,,,
0725,,"txí'ntxí","txi'ntxi","gotas de agua","drops of water","noun","sustantivo",,,,,,,,,,,,,,
0726,,"shà'ntxà","sha'ntxa","memela para perro","tortilla for the dog","noun","sustantivo",,,,,"food","comida",,,,,,,"thick tortilla dough, only for dogs not for people",
0727,,"iin shítá","iin shita","masa medida para una tortilla","amount of dough for one tortilla","?","?",,"iin-shítá","one-tortilla","uno-tortilla","measure","medida",,,,,,,,
0728,,"chò'ò","cho'o","nido","nest","noun","sustantivo",,,,,,,,,,,,,,
0729,,"yaa","yaa","blanco (vacío)","blank, white","adjective","adjetivo",,,,,"color","color",,,,,,,,
0730,,"síntxì'í","sintxi'i","al final, último/a","at the end, last","?","?",,,,,,,,,,,,,,
0731,,"ntakííntàà","ntakiintaa","derecho(linea)","straight","?","?",,,,,,,,,,,,,,
0732,,"ñùú","ñuu","por la noche","at night","?","?",,,,,"time","tiempo",,,,,,,,
0733,,"ntiví","ntivi","de día","daytime","?","?",,,,,"time","tiempo",,,,,,,,
0734,,"nánì","nani","largo","long","adjective","adjetivo",,,,,"size","tamaño",,,,,,"can be used e.g. with plants, or long nails etc.",,
0735,,"litxa'a","litxa'a","poquitito","a tiny little bit","adverb","adverbio",,,,,"measure","medida",,,,,,,,
0736,,"sa'a","sa'a","así","like (that)","?","?",,,,,,,,,,,,"this is not the verb 'do', although it probably is derived from that",,
0737,,"tatùun","tatuun","como","like","?","?",,,,,,,,,,,,,,
0738,,"tàñùu","tañuu","modelo, patrón original de una figura, estampado","pattern, template, model","?","?",,,,,,,,,,,,,,
0739,,"nùù ntóvá","nuu ntova","Oaxaca","Oaxaca","?","?",,"nùù-ntóvá","where-guaje(wild.tamarind)","dónde-guaje","place","lugar",,,,,,,,
0740,,"sukuíá","sukuia","Juxtlahuaca","Juxtlahuaca","?","?",,,,,"place","lugar",,,,,,,,
0741,,"xá'à","xa'a","Tecomaxtlahuaca","Tecomaxtlahuaca","?","?",,,,,"place","lugar",,,,,,,,
0742,,"txìmèlò","tximelo","mugroso/a","dirty, filthy","adjective","adjetivo",,,,,,,,,,,,,,
0743,,"tú'ún","tu'un","mentiroso/a","lier","adjective","adjetivo",,,,,"society > people","sociedad > gente",,,,,,,,
0744,,"xoo","xoo","lado","side","?","?",,,,,"space","espacio",,,,,,,,
0745,,"yánká","yanka","incomodo, trabajoso, complicado","inconvenient","adjective","adjetivo",,"-",,,,,,,,,,,,
0746,,"shina","shina","primer (de una lista)","first (of a list)","?","?",,,,,,,,,,,,"used in the context of 'first we do X, then Y etc.'",,
0747,,"ñàkán","ñakan","por eso","for that [reason], so","?","?",,,,,,,,,,,,,,
0748,,"txìtà'mà","txitama","chicuipos","chicuipos","noun","sustantivo",,,,,"plant","planta",,,,,,,,
0749,,"lá'là","la'la","moco","mucus, booger","noun","sustantivo",,,,,,,,,,,,,,
0750,,"xi ini","xi ini","en la tarde (parte del dia)","evening","?","?",,,,,"time","tiempo",,,,,,,,
0751,,"antxayá","antxaya","infierno","hell","noun","sustantivo",,,,,"society > religion","sociedad > religión",,,,,,,,
0752,,"ùntáà","untaa","no es cierto","uncertain","?","?",,,,,,,,,,,,,,
